mean_low_com_aud,mean_low_nc_aud,mean_high_com_aud,mean_high_nc_aud,mean_low_com_vis,mean_low_nc_vis,mean_high_com_vis,mean_high_nc_vis
0.500990400133218,0.398965126959894,0.262959753915073,0.154772624943719,0.935040828404816,0.965284474445516,0.983919727278575,0.967839454557149
0.421566700109092,0.556769094007383,0.181911196669004,0.418087090757059,1,1,1,1
1.091000928289,1.12386011928745,1.05808194506979,1.0311474882614,0.967514145269317,1,0.983919727278575,1
0.782023265448999,0.782180092083932,0.69145172702129,0.75669169063393,0.984221156273668,1,0.982973828883197,1
0.454974952905481,0.504536805575674,0.564502205536353,0.40862810680328,0.923515925131317,1,0.916760941206739,0.984766057421808
0.632134003253028,0.755905337580047,0.726804679548542,0.732125358022543,0.899712773310267,1.01405152224824,0.937371569400764,1
0.577172513978503,0.511959541888281,0.523081812644013,0.532540796597793,0.903483140952152,1,0.951759181835724,0.982973828883197
1.04652120469661,0.851944720426278,0.897657577213686,0.804013636071268,0.935040828404816,0.87131085460287,0.983919727278575,0.967839454557149
0.482077424610297,0.354509748738727,0.146732488583006,0.221340224518443,0.984221156273668,0.969272778006617,1,1
1.15820230857417,1.11086577739518,1.15777963594263,1.15777963594263,1,1,1,1
0.627974639183339,0.71985647429847,0.5118492691989,0.622022784800548,1,0.983606557377049,1,1
0.560688019667165,0.671457269538148,0.559593490705602,0.641319112066258,0.984221156273668,0.984897553681931,0.927638772753586,0.931084545479606
0.873735775303909,0.753669836474576,0.762394106674638,0.70091071097507,0.98155737704918,0.972950553612003,0.968685784700382,0.986843413227925
0.392692688135551,0.640433230750054,0.378504880981243,0.537270288574683,0.982642237222758,0.986475276806001,0.967839454557149,1
0.414015937575547,0.517102492865154,0.546729272528462,0.397986749855278,0.930920739505258,0.986475276806001,0.925353681366857,0.986216909095921
1.08347799121056,1.06500521477852,1.15777963594263,1.06839223757941,1,0.974180073902366,1,0.987415438739754
0.591631412540349,0.65005139307866,0.417141192361681,0.425654277920083,1,0.974260386202787,1,1
0.809605598378097,0.744537062066973,0.76358323608597,0.741893003557972,0.924560113319089,0.965444332239333,0.817561996760556,0.975355234198685
0.530535425314853,0.561036386713562,0.530648999807037,0.502272047945698,0.983606557377049,0.874015285792299,0.983919727278575,0.891669741666187
0.492117613380614,0.46085340546192,0.361333187034382,0.483218951695942,0.875506747300415,0.917700199701819,0.89431452336379,0.972433818191842
0.751414161751133,0.48011336178658,0.554296459691486,0.442680449036886,0.953159896567025,0.889164010447855,0.968685784700382,0.893362401952653
0.610658841739749,0.706111960223559,0.530648999807037,0.715099186905739,1,1.01639344262295,1,1
0.13313243431558,0.133688710832254,0.0851308555840166,0.0804013636071268,0.919982210452844,0.985030212450102,0.899734770089936,1
0.215331862710609,0.162788002698441,0.224836670372787,0.136209368934427,0.955154865198847,1,0.94679321525999,0.986843413227925
0.31655774953336,0.436212084214534,0.19958456142475,0.271472839473475,0.886161531051182,0.983606557377049,0.935678909114299,1
0.411841272074861,0.383054209594657,0.113507807445355,0.122375604902024,0.934625752638753,0.971598081292603,1,0.956583263652152
0.483695576661679,0.649942897931788,0.176882999935679,0.369846272592783,1,1,0.983919727278575,1
0.391298526106881,0.578823738781957,0.282823620218011,0.369846272592783,0.967827713650717,1,0.951759181835724,0.984766057421808
0.647189592952001,0.762226062839785,0.481462283247383,0.731179459627165,0.984221156273668,0.985948477751756,1,1
0.250519591085407,0.195576957300897,0.128642181771403,0.160684489914831,0.919261984678484,0.983606557377049,0.965947657766393,1
0.116116830515073,0.397289556785213,0.112561909049977,0.160802727214254,0.984221156273668,1,1,1
0.324793350402685,0.535973719966189,0.329172641591531,0.280981607553327,1,0.985051621732949,0.965947657766393,1
0.373312181060421,0.258933594835081,0.369846272592783,0.218502529332309,0.969272778006617,0.985799040646301,0.951759181835724,0.983919727278575
0.240707432666181,0.284143990576394,0.0578889817971313,0.0321605454428507,0.935040828404816,0.985245901639344,0.880816802182377,0.958650727287763
